snapped_at,price,market_cap,total_volume
2024-09-24 00:00:00 UTC,0.06652648445687523,0.0,1298780.8343157903
2024-09-25 00:00:00 UTC,0.06652648445687523,0.0,1298780.8343157903
2024-09-27 00:00:00 UTC,0.06804538543684431,0.0,1328433.9791965499
2024-09-28 00:00:00 UTC,0.06799695045308762,0.0,1327488.3944549668
2024-09-29 00:00:00 UTC,0.06830362279817138,0.0,1477456.9595679652
2024-09-30 00:00:00 UTC,0.0681170763048448,0.0,1510972.6065050466
2024-10-01 00:00:00 UTC,0.06537288477967983,0.0,1391228.0998720478
2024-10-02 00:00:00 UTC,0.06275918221076489,0.0,1381574.5387407758
2024-10-03 00:00:00 UTC,0.06249255591971617,0.0,1342386.5383846217
2024-10-04 00:00:00 UTC,0.06246794071643532,0.0,1382306.223066888
2024-10-05 00:00:00 UTC,0.06383306432455024,0.0,1410985.8001257782
2024-10-06 00:00:00 UTC,0.0639012179466473,0.0,1356036.4354881735
2024-10-07 00:00:00 UTC,0.06472562785479999,0.0,1337601.0702966943
2024-10-08 00:00:00 UTC,0.06415559379228444,0.0,1320351.2819096283
2024-10-09 00:00:00 UTC,0.06408716932117077,0.0,1312001.194798106
2024-10-10 00:00:00 UTC,0.062423181617557784,0.0,1273960.37541286
2024-10-11 00:00:00 UTC,0.05629819390738764,0.0,3265218.4999894374
2024-10-12 00:00:00 UTC,0.05637969040865422,0.0,2086403.4660144057
2024-10-13 00:00:00 UTC,0.05636885556225882,0.0,1173210.9841535357
2024-10-14 00:00:00 UTC,0.05511154321252338,0.0,1406631.7650794736
2024-10-15 00:00:00 UTC,0.05911371868228861,0.0,2450572.9964389787
2024-10-16 00:00:00 UTC,0.054959331528999504,0.0,7927364.206727343
2024-10-17 00:00:00 UTC,0.05372147250491576,0.0,2992686.756523482
2024-10-18 00:00:00 UTC,0.05021368759668828,0.0,3197245.8882130007
2024-10-19 00:00:00 UTC,0.049983591143374494,0.0,1616481.5708011996
2024-10-20 00:00:00 UTC,0.05068980608100689,0.0,1333514.9347081785
2024-10-21 00:00:00 UTC,0.05150489384274598,0.0,1817652.332972145
2024-10-22 00:00:00 UTC,0.049351756970111925,0.0,2326998.2171899285
2024-10-23 00:00:00 UTC,0.05057437239779215,0.0,4210633.654224715
2024-10-24 00:00:00 UTC,0.0480885724374794,0.0,3636156.7802399374
2024-10-25 00:00:00 UTC,0.047523823814496435,0.0,2014453.9504320016
2024-10-26 00:00:00 UTC,0.04382166339593024,0.0,4800114.7389813345
2024-10-27 00:00:00 UTC,0.04573878699759732,0.0,4381536.7821429325
2024-10-28 00:00:00 UTC,0.04586712073160834,0.0,1165547.3617586717
2024-10-29 00:00:00 UTC,0.047138476619383016,0.0,2019355.5160949938
2024-10-30 00:00:00 UTC,0.047351956500368345,0.0,3185515.3066086606
2024-10-31 00:00:00 UTC,0.05183648873565006,0.0,11143628.425565964
2024-11-01 00:00:00 UTC,0.05303603072100147,0.0,9299146.001763877
2024-11-02 00:00:00 UTC,0.052643387149153426,0.0,9086754.784948952
2024-11-03 00:00:00 UTC,0.05020286211812537,0.0,2908405.5041177305
2024-11-04 00:00:00 UTC,0.049045889219431864,0.0,3608804.5224299654
2024-11-05 00:00:00 UTC,0.04766600709062966,0.0,4039336.196292959
2024-11-06 00:00:00 UTC,0.04666529533288861,0.0,3734716.1598208495
2024-11-07 00:00:00 UTC,0.0576194843630953,0.0,20464330.130411252
2024-11-08 00:00:00 UTC,0.06268766602374908,0.0,20491534.308375847
2024-11-09 00:00:00 UTC,0.06118903318878624,0.0,8469971.381061893
2024-11-10 00:00:00 UTC,0.06208030766871296,0.0,6119477.207283965
2024-11-11 00:00:00 UTC,0.061550988798745834,0.0,12654261.020162608
2024-11-12 00:00:00 UTC,0.06375843601579187,0.0,16438970.55361271
