snapped_at,price,market_cap,total_volume
2021-07-29 00:00:00 UTC,1.127161686133219,1188456446.8594596,26197280.624939732
2021-07-30 00:00:00 UTC,1.1470318627240494,1206975857.9837918,18799814.853925772
2021-07-31 00:00:00 UTC,1.2300984311776222,1302390557.702938,126831484.75088331
2021-08-01 00:00:00 UTC,1.277934033879509,1346206016.2064493,86839925.82859434
2021-08-02 00:00:00 UTC,1.2091445675317982,1265334628.580703,32176007.070794508
2021-08-03 00:00:00 UTC,1.2636071697086138,1331178136.6667883,54785878.2702795
2021-08-04 00:00:00 UTC,1.3718859611805747,1439459154.1128857,290328111.4472635
2021-08-05 00:00:00 UTC,1.3686766798717205,1438242754.7401097,70686716.02330624
2021-08-06 00:00:00 UTC,1.3456664460346985,1410505725.3634636,38995067.23701641
2021-08-07 00:00:00 UTC,1.3526642240742472,1424540623.0410383,18293733.32926395
2021-08-08 00:00:00 UTC,1.3993481357313862,1457419623.931394,54951038.37089057
2021-08-09 00:00:00 UTC,1.2935567181696657,1361191448.5234852,10744808.696438203
2021-08-10 00:00:00 UTC,1.336817758644028,1401510353.5256975,8315326.632232245
2021-08-11 00:00:00 UTC,1.4095646884987365,1481923957.939532,40683136.02146086
2021-08-12 00:00:00 UTC,1.4268939151956463,1505148558.2117925,58123485.49791533
2021-08-13 00:00:00 UTC,1.354112576204713,1425341632.427294,43141939.15588212
2021-08-14 00:00:00 UTC,1.4113786147187126,1479675459.922835,28224230.485096324
2021-08-15 00:00:00 UTC,1.4301643771735206,1502898460.255417,37555760.80358524
2021-08-16 00:00:00 UTC,1.4227741981811313,1490734011.692883,26409347.72428136
2021-08-17 00:00:00 UTC,1.4982266744109316,1597583581.9968994,88989646.96839164
2021-08-18 00:00:00 UTC,1.3680875059971616,1462955149.9342055,61750141.58589351
2021-08-19 00:00:00 UTC,1.3708315958888724,1440684827.3420825,32748403.598452486
2021-08-20 00:00:00 UTC,1.3821085811318259,1434752983.0057094,26057468.521525204
2021-08-21 00:00:00 UTC,1.434924944938326,1518800318.777999,47248487.5243781
2021-08-22 00:00:00 UTC,1.4611637084777997,1537779599.0102358,46183206.17135191
2021-08-23 00:00:00 UTC,1.4437555189176148,1519251695.058277,27597312.132084142
2021-08-24 00:00:00 UTC,1.4979461024893972,1573441615.0669415,38349536.317744665
2021-08-25 00:00:00 UTC,1.4277979679955892,1499659267.9072106,74601508.55987468
2021-08-26 00:00:00 UTC,1.4872926820712506,1565157214.831727,70536075.96321757
2021-08-27 00:00:00 UTC,1.3787762015483958,1450966685.3353403,37666647.19189447
2021-08-28 00:00:00 UTC,1.4268116709908512,1501358442.888028,19523787.615677353
2021-08-29 00:00:00 UTC,1.4194459984877592,1481555993.6758866,20393174.647799112
2021-08-30 00:00:00 UTC,1.4925555455104802,1570811461.8371272,53952989.83156572
2021-08-31 00:00:00 UTC,1.4234046862509042,1491414566.4611397,36339409.29546618
2021-09-01 00:00:00 UTC,1.4639533409771326,1528154938.239164,46587495.42670485
2021-09-02 00:00:00 UTC,1.5091535269899663,1585742508.4653575,42732171.0421157
2021-09-03 00:00:00 UTC,1.5955145256110548,1682734237.4971945,228630098.5083965
2021-09-04 00:00:00 UTC,1.648293413412876,1748779425.2413843,33265633.379258938
2021-09-05 00:00:00 UTC,1.690086327573844,1774064870.330874,65722628.18687451
2021-09-06 00:00:00 UTC,1.6806968038703232,1764342974.947244,62521669.82790008
2021-09-07 00:00:00 UTC,1.6907856005411022,1779425403.0271378,40296618.36659368
2021-09-08 00:00:00 UTC,1.3836630851619391,1456036653.2904084,49705595.48331031
2021-09-09 00:00:00 UTC,1.4075290793874085,1483301986.6666317,55128309.27337601
2021-09-10 00:00:00 UTC,1.449770839887939,1526623215.5124414,48328606.89353715
2021-09-11 00:00:00 UTC,1.4104667883822295,1478086814.7219255,59928862.639420256
2021-09-12 00:00:00 UTC,1.4107088042735592,1481443002.5868034,17473103.849417984
2021-09-13 00:00:00 UTC,1.440937696467309,1534494539.0578473,14913810.50687322
2021-09-14 00:00:00 UTC,1.5485548793362838,1628942393.8056376,43182716.52403981
2021-09-15 00:00:00 UTC,1.564938143946806,1641281057.51602,24749247.406439647
2021-09-16 00:00:00 UTC,1.5688374920858075,1648825217.8128173,11230427.522758402
2021-09-17 00:00:00 UTC,1.5114163977308037,1591870944.9122903,15947626.590662317
2021-09-18 00:00:00 UTC,1.453535431389702,1522071892.8613672,14249453.36816404
2021-09-19 00:00:00 UTC,1.4660779155842094,1542537213.02967,9413013.370115703
2021-09-20 00:00:00 UTC,1.4079839516745494,1481655899.527914,9765221.90300903
2021-09-21 00:00:00 UTC,1.1876404849962807,1241862786.3960044,23917768.056803316
2021-09-22 00:00:00 UTC,1.208433063799615,1266543910.0864491,37756552.07765556
2021-09-23 00:00:00 UTC,1.366893224419093,1445881261.19852,22144429.815171912
2021-09-24 00:00:00 UTC,1.4317668216674018,1492541442.1912332,71589321.06609222
2021-09-25 00:00:00 UTC,1.2692756169114758,1334888804.1915493,20254679.32492911
2021-09-26 00:00:00 UTC,1.252695813546352,1322014836.2197213,9790902.94068992
2021-09-27 00:00:00 UTC,1.2415601302197283,1306001470.6765506,13189952.032968039
2021-09-28 00:00:00 UTC,1.2028902695044292,1276410068.6754222,10430785.4290933
2021-09-29 00:00:00 UTC,1.1489450756849555,1194402655.3967807,28063900.229313206
2021-09-30 00:00:00 UTC,1.1448117701875848,1206334574.8085496,17146695.52571831
2021-10-01 00:00:00 UTC,1.202406461888055,1265715842.5255098,10682779.914288381
2021-10-02 00:00:00 UTC,1.3132642900712879,1375056345.8550756,14684874.225535031
2021-10-03 00:00:00 UTC,1.3286191421271871,1428698110.6983926,12182254.78226442
2021-10-04 00:00:00 UTC,1.3348822402277911,1405986772.959452,10157079.79164177
2021-10-05 00:00:00 UTC,1.426831786207984,1497674809.7903357,26273116.98138119
2021-10-06 00:00:00 UTC,1.4357471938046837,1508111463.7755978,41999227.2510927
2021-10-07 00:00:00 UTC,1.3717213853260808,1441424109.3897185,23752888.37669178
2021-10-08 00:00:00 UTC,1.4021408580346806,1471029680.1070092,19263304.10337018
2021-10-09 00:00:00 UTC,1.432948346547752,1508277127.4313078,18685282.548820354
2021-10-10 00:00:00 UTC,1.8633717641072787,1946321266.347095,126042555.56300037
2021-10-11 00:00:00 UTC,2.132346629771709,2246810601.713473,999980836.9890273
2021-10-12 00:00:00 UTC,1.9666662511982835,2062209422.8553908,395283723.84605145
2021-10-13 00:00:00 UTC,2.044533996416628,2147206895.5127616,93718844.86810173
2021-10-14 00:00:00 UTC,2.272732468372985,2411855394.162662,545521793.522174
2021-10-15 00:00:00 UTC,2.2423947893647496,2329255131.1306095,178623277.05805433
2021-10-16 00:00:00 UTC,2.002222056880253,2107996685.6702302,63047495.99148041
2021-10-17 00:00:00 UTC,1.965220519737235,2059908436.4970045,39643289.138561964
2021-10-18 00:00:00 UTC,2.197006045026563,2312545539.9771323,122997494.46693213
2021-10-19 00:00:00 UTC,2.5413240879613657,2649432207.4031897,327460563.8194152
2021-10-20 00:00:00 UTC,2.343017083185706,2504063211.2784705,71954444.03504455
2021-10-21 00:00:00 UTC,2.402591029553154,2515015915.1933193,76840161.25937724
2021-10-22 00:00:00 UTC,2.2994983214139095,2422968768.260502,62872143.11187342
2021-10-23 00:00:00 UTC,2.206966647155803,2323226921.0444055,39314382.884439
2021-10-24 00:00:00 UTC,2.2336976881107207,2348349678.6640797,43353742.62307382
2021-10-25 00:00:00 UTC,2.21094334297615,2330013420.268247,74306636.2367631
2021-10-26 00:00:00 UTC,2.224825485877488,2343226198.469608,36801107.14484927
2021-10-27 00:00:00 UTC,2.155365740157043,2281163639.2616253,40436362.82789413
2021-10-28 00:00:00 UTC,1.874207609526519,1976810265.1982384,68321318.78761546
2021-10-29 00:00:00 UTC,1.9501160211797484,2025069534.941686,56952958.51737409
2021-10-30 00:00:00 UTC,1.988678817243366,2084750399.9510942,25995683.162393797
2021-10-31 00:00:00 UTC,1.9005363986983592,2002520326.9516358,25508040.99540024
2021-11-01 00:00:00 UTC,1.8527419327702324,1936663202.4812047,84460545.03746879
2021-11-02 00:00:00 UTC,1.9615852483463947,2040228631.385338,219728026.8224379
2021-11-03 00:00:00 UTC,1.968364825786188,2081070491.781507,94900054.88420968
2021-11-04 00:00:00 UTC,1.9741575560138582,2077922162.759902,131095375.63235125
2021-11-05 00:00:00 UTC,1.9363375710541373,2021100244.4053516,26724370.701371126
2021-11-06 00:00:00 UTC,1.9928786570809576,2102829007.1326458,39970684.04742392
2021-11-07 00:00:00 UTC,2.0023082603007736,2092208351.2845347,27991477.06807836
2021-11-08 00:00:00 UTC,2.2046020495074665,2315901944.3950806,73928746.98240496
2021-11-09 00:00:00 UTC,2.3101797691362855,2461687043.969559,121036523.1948493
2021-11-10 00:00:00 UTC,2.224212072068064,2341525520.9064655,46321270.74057592
2021-11-11 00:00:00 UTC,2.1111880226363633,2212413410.3542914,51268549.7041411
2021-11-12 00:00:00 UTC,2.210464539938302,2327012570.825561,50065477.55824353
2021-11-13 00:00:00 UTC,2.2648866429440173,2372618857.7290225,70317201.57926045
2021-11-14 00:00:00 UTC,2.3075100453173674,2428293117.945858,46430530.68079725
2021-11-15 00:00:00 UTC,2.3383200377556106,2445703461.2217174,38968162.449477345
2021-11-16 00:00:00 UTC,2.4270055057237476,2557824866.8639655,56006680.1712258
2021-11-17 00:00:00 UTC,2.1804616104556063,2303097000.669449,46266358.445897944
2021-11-18 00:00:00 UTC,2.149879936564979,2248258912.6365685,29888945.91779054
2021-11-19 00:00:00 UTC,1.9121974095931917,2002683309.0558112,32587941.08821717
2021-11-20 00:00:00 UTC,2.0645401426828887,2162926249.9899817,24635848.100790888
2021-11-21 00:00:00 UTC,2.127323098038332,2236884581.0965986,18038386.370852746
2021-11-22 00:00:00 UTC,2.180172281150975,2300331754.7793617,31298684.922127504
2021-11-23 00:00:00 UTC,2.1291090435943696,2245331925.9644675,40072677.77129559
2021-11-24 00:00:00 UTC,2.081289040612847,2194314958.32183,27172808.152245376
2021-11-25 00:00:00 UTC,1.969991228936492,2073409007.6657515,22973972.016335435
2021-11-26 00:00:00 UTC,2.0676839386462365,2170870656.7225733,33936622.66003606
2021-11-27 00:00:00 UTC,1.8382728839036677,1933162724.5720525,34822493.700938486
2021-11-28 00:00:00 UTC,1.8696971331083285,1971485327.4549892,21726099.677453365
2021-11-29 00:00:00 UTC,1.9237459885794794,2025406674.71983,24900219.812214706
2021-11-30 00:00:00 UTC,2.151713786472368,2272206753.6579475,63283594.26010093
2021-12-01 00:00:00 UTC,2.6679798291940555,2786829574.6496696,186779770.20947534
2021-12-02 00:00:00 UTC,3.005353175951735,3085365896.0988917,971806950.182294
2021-12-03 00:00:00 UTC,2.5448026699861512,2680505033.6624002,61930050.572110735
2021-12-04 00:00:00 UTC,2.662739717829244,2588831344.6880326,237625379.06744346
2021-12-05 00:00:00 UTC,2.2103197033050153,2330921823.0759916,70211501.15248378
2021-12-06 00:00:00 UTC,2.0763068536246334,2181126190.3308887,30354923.7052337
2021-12-07 00:00:00 UTC,2.2602254519453395,2379963484.893485,68126817.63830733
2021-12-08 00:00:00 UTC,2.2874813788187516,2412108749.213774,44943150.51545422
2021-12-09 00:00:00 UTC,2.302166526249023,2415370406.930527,32106733.168479364
2021-12-10 00:00:00 UTC,2.128039359956573,2259722549.3918896,32903207.74462134
2021-12-11 00:00:00 UTC,1.9637627216712692,2083483038.7294326,29386199.868473746
2021-12-12 00:00:00 UTC,2.1241773669756094,2235827234.2679257,18297991.9766019
2021-12-13 00:00:00 UTC,2.122661013336687,2230203590.4342046,19299417.50921665
2021-12-14 00:00:00 UTC,1.8639632702405946,1962230447.1534727,21181572.63804161
2021-12-15 00:00:00 UTC,1.951892954996654,2051168728.7772906,28152972.653635975
2021-12-16 00:00:00 UTC,2.314717455969321,2446553800.096352,130215343.030349
2021-12-17 00:00:00 UTC,2.212791872607166,2319699187.5128264,105353020.50571604
2021-12-18 00:00:00 UTC,2.136645877465852,2256109393.890829,85273851.6912699
